variant,seed,duration_s,mission_complete,fire_overrun,extinction_time_s,fire_damage,fires_spawned,fires_ignited,peak_active_fires,detection_delay_s,fires_never_seen,response_delay_s,collisions,near_misses,min_distance_m,emergency_fraction,time_explore,time_to_fire,time_extinguishing,time_to_station,time_queue,time_refill,water_fairness,overcrowding_s,queue_wait_mean_s,queue_wait_max_s,distance_m,control_effort,saturation_bounces,message_loss,neighbors,connected_fraction,fire_awareness,phantom_fires,info_age_s,coverage_staleness_s,coverage_staleness_hot_s,coverage_staleness_cold_s,coverage_staleness_max_s
concentrazione γ=1,9,300.0,True,False,120.17,21307.540299997112,0,10,3,4.938888888888889,2,3.4133333333333287,0,0,0.9892727084584311,0.0,0.7072861111136549,0.12424166666659395,0.03170277777778374,0.1221138888888181,0.0014333333333333151,0.013222222222221972,0.8346662635632665,0.0,0.2149999999999992,2.869999999999983,1417.4861027266445,1135.9392946570053,1,0.0,1.731444444444446,0.0,0.2658248812134529,0.008499999999999997,0.8252528663420985,51.6010415269181,7.302999930555564,102.91526132766818,207.48000000000002
concentrazione γ=1,10,300.0,True,False,74.78,48470.52279999657,0,8,4,5.5416666666666705,3,1.0883333333333287,0,0,1.0616341788531223,0.0,0.8841472222286265,0.04019722222222594,0.02443611111111336,0.04060000000000335,6.944444444444446e-05,0.010550000000000281,0.5866865864841299,0.0,0.013157894736842108,0.25000000000000006,1258.4007494591308,1168.8822853020147,0,0.0,1.384722222222226,0.0,0.0768091918848447,8.333333333333333e-05,0.4718646371296554,50.95221570410384,4.590693003472215,106.94194300529976,99.85000000000001
concentrazione γ=1,11,300.0,True,False,69.71000000000001,12304.00904999859,0,6,2,7.867142857142855,0,0.8928571428571451,0,0,0.9662981873733529,0.0,0.8526972222279401,0.0665888888888686,0.02524444444444711,0.044408333333333216,0.0,0.01106111111111129,0.8242058468248586,0.0,0.0,0.0,1341.5167950449043,1353.471028202141,3,0.0,1.3366111111111112,0.0006666666666666666,0.28125000000000083,0.0011666666666666672,0.38229175215428784,50.3717468917908,5.887518298611103,105.73232425255848,91.63
concentrazione γ=1,12,300.0,True,False,64.65,24856.08514999748,0,4,2,5.223333333333334,2,0.9033333333333342,0,0,1.014462464835953,0.0,0.8725666666728182,0.05050833333332767,0.01649722222222132,0.05192222222221527,0.0013333333333333172,0.007172222222222566,0.6938678132300435,0.0,0.3692307692307687,2.4599999999999915,1124.114537485421,1266.316259986842,2,0.0,1.3707222222222277,0.0,0.11547169811320823,0.009222222222222243,0.5166937385381182,51.21232392399907,5.070774982638871,108.2412542973319,94.78
concentrazione γ=2,1,300.0,False,False,,40995.99829999233,0,10,3,31.363636363636363,0,0.9481818181818173,0,0,0.9039099619305244,0.0,0.6712055555573118,0.13568888888880576,0.03984722222222625,0.13181666666658706,0.0033055555555554974,0.01813611111111014,0.846165075308829,0.0,0.37187499999999707,4.109999999999957,1073.6370664002018,901.970348376956,3,0.0,1.8286111111111127,0.0,0.18829166666666614,0.018027777777777768,0.5705091649694575,72.54982576476034,18.510523107638882,124.09812460709063,292.69
concentrazione γ=2,2,200.3,False,True,,178730.62300000872,37,5,41,35.623333333333335,40,0.5349999999999824,0,0,1.0418534670444433,0.0,0.9323223498096578,0.02387668497254,0.010034947578632455,0.030025794641371277,0.000486769845232152,0.0032534531536028777,0.590798589334449,0.0,0.2925000000000002,1.1700000000000008,373.54772381294913,309.56292118150344,3,0.0,1.7440505907804797,0.0,0.001852694689481173,0.0006656681644200365,0.01755794701986755,49.54749590873917,12.56609192981363,83.58164429205966,198.54
concentrazione γ=2,3,300.0,False,False,,62968.99149999052,0,4,4,69.65666666666668,2,1.4499999999999813,0,0,1.0139087296493534,0.0,0.8698694444505372,0.04975833333332835,0.019499999999999726,0.051658333333326624,0.0025472222222221804,0.006666666666666931,0.6020389003104868,0.0,0.7641666666666618,3.7699999999999636,606.7035655974886,673.7472526630976,0,0.0,1.6799999999999842,0.0,0.07080092592592634,0.0001388888888888889,0.30163467367144847,73.45482553279628,19.05552144097222,124.94345287189334,293.96
concentrazione γ=2,4,197.56,False,True,,167791.385700006,39,4,41,0.0,41,0.9099999999999966,0,0,1.0103600711244605,0.0,0.9339820813938002,0.02684838361341529,0.008335020584463913,0.02751062968212039,0.0,0.0033238847270027146,0.46453851414339997,0.0,0.0,0.0,409.2664770066859,381.89530031464375,2,0.0,1.496286919831213,0.0,0.0038412530975822146,0.0,0.0,42.576621958554504,4.645941956751061,79.48435085914942,107.83
concentrazione γ=2,5,210.11,False,True,,187336.17670000496,40,0,41,,41,,0,0,1.4246577409236636,0.0,1.0000000000034164,0.0,0.0,0.0,0.0,0.0,,0.0,,,246.26599756310233,282.6469308580508,0,0.0,1.5635411708710116,0.0,0.0,0.0,,47.91162387356815,1.3768138683960034,92.05777350567189,66.78
concentrazione γ=2,6,199.81,False,True,,213721.02055001032,37,3,41,,41,,0,0,1.5736562064639805,0.0,1.0000000000024674,0.0,0.0,0.0,0.0,0.0,,0.0,,,253.53998431136037,236.89171360459673,0,0.0,1.977477477477475,0.0,0.0,0.0,,51.04347924546304,11.784892418460117,86.7704592201852,191.89000000000001
concentrazione γ=2,7,175.48,False,True,,138265.88255000534,36,5,41,0.0,40,0.24499999999999034,0,0,1.1098604610183247,0.0,0.9687048856461753,0.010034381885875174,0.004910341159486278,0.014536319428615791,0.0,0.0018140718790365298,0.26827026412468596,0.0,0.0,0.0,280.23476012553755,231.40618147739812,1,0.0,2.084378563283901,0.05017103762827822,0.0055396385241194175,0.0,2.1847195357833655,39.41200562596985,3.55834066775941,72.7423284106878,89.39
concentrazione γ=2,8,300.0,True,False,56.93,37979.80554999816,0,9,5,8.831428571428573,3,0.8757142857142847,0,0,0.9884208828135926,0.0,0.8299055555607759,0.07320833333330704,0.023344444444446135,0.06283333333331646,0.0007083333333333305,0.01000000000000039,0.6654472590098524,0.7500000000000004,0.14166666666666675,1.350000000000001,622.8637446906289,586.7503837852295,7,0.0,2.329444444444459,0.0,0.13865687648657468,0.0,0.9789682539682575,66.30508744779793,11.41132814236115,121.12567637152782,210.86
concentrazione γ=2,9,186.16,False,True,,132171.87615000308,39,4,41,10.760000000000003,35,4.083999999999999,0,0,1.0096233525520164,0.0,0.8799598911323401,0.05397238934251217,0.0166075777109302,0.04332294800172459,0.0,0.0061371938117747065,0.4796141181866655,0.0,0.0,0.0,406.61668497453724,370.4604427880349,4,0.0,2.342647322228187,0.0,0.033296012317575625,0.0003582303421099767,4.375130557515886,46.00074165865604,12.620152947564037,78.27341183910036,186.1
concentrazione γ=2,10,300.0,False,False,,42295.50579999651,0,8,3,12.803333333333336,3,0.9483333333333288,0,0,1.0306775146419664,0.0,0.866827777783804,0.052522222222214726,0.026541666666669992,0.04184444444444666,0.0005972222222222218,0.011666666666666726,0.412644640913558,0.0,0.1023809523809523,2.149999999999998,575.9688733817525,587.2538879945726,1,0.0,1.886555555555561,0.0,0.06587500000000067,0.0024999999999999966,0.5714789840413587,71.19262547176312,18.32570539930556,122.89294702942254,293.0
concentrazione γ=2,11,300.0,True,False,142.0,30771.551099993736,0,6,2,22.425714285714285,0,0.8171428571428557,0,0,0.9662981873733529,0.0,0.8522027777834849,0.054622222222212816,0.029208333333338023,0.04991944444443931,0.0018249999999999733,0.01222222222222217,0.46466240560862426,0.0,0.0,0.0,683.1570728989351,725.4163467960943,5,0.0,1.6352222222222297,0.0,0.12001979707993049,0.005833333333333334,0.2924801991400767,69.31409064964839,15.162864131944431,121.68108822916663,265.37
concentrazione γ=2,12,285.99,False,True,,309803.3692999954,49,3,41,15.79363636363637,9,8.702499999999995,0,0,0.9570414139888295,0.0,0.46753382985380776,0.15256943715971097,0.0532011608797449,0.25000582770940843,0.054544447941062835,0.0221452964555876,0.9300322904233601,0.0,4.192894736842048,10.759999999999815,1168.9655333678643,1155.432849534842,0,0.0,2.4092339979013655,0.11262679258481986,0.3727929415080725,0.050308965838871386,0.7687108024548127,69.29974621840208,23.20668196921999,113.47943146507968,276.99
